694258813122256896,"@CMDausch @CBDBtweets definitely, let me know if there are any more close shows, I am terrible at keeping up with tour dates",-1
694256305385570305,If you have trouble sleeping go buy Sleep body wash / bath &amp; body works I swear you will have the deepest sleep ever &amp; weirdest dreams lol��,-1
694219194896809984,nnnnnh 4 hours of sleep is not enough but i can't fall back asleep,1
694259525180866560,"Ok, I have a test tomorrow so I gotta go to sleep, can this fandom stay out of drama for 8/9 hours so I don't miss anything? No? Okay...��",-1
694335552682860544,i gave up on trying to sleep im fixing my nails and watching shit on youtube rip,1
694248793240260608,"When you close your eyes, Do you see me, Love? Am I keeping you awake?",-1
693824682177396736,The irony that all my dreams are keeping me from sleeping��,1
694257910663241728,Wish I could sleep for a week n wake up skinny,1
694334761653944320,"""Blessed Lord Jesus, be with me, reveal Thyself, and abide with me all night, so that when I awake I may be still with thee."" - Spurgeon",-1
694259625818869760,I need coffee before I fall over and sleep for the next 80 days,1
694238237632630784,If you could sleep with ANY movie star who's now dead who would it be?? My answer is - I would never sleep with a dead person that's gross,-1
694258610667393025,"@Iromg Oh, got it now. I blame the fact I couldn't sleep until 5am due to insomnia! ��",1
694253592513937408,"When you think you're gonna take a good nap, but then your phone keeps blowing up �� But when I'm awake no one texts me . I hate y'all ��",1
694236491095134208,"Girl, Interrupted playing but I really wanna sleep also. I'm so torn��",1
694260296165126144,"@NevadaDMV I ended up going to Sahara, waiting for an hour then had to go to Henderson because they couldn't help me. Really unimpressed.",-1
694238213083365380,@fxcslia No. I just cared about you getting sleep since I interrupted your sleep earlier.,-1
694245426598260737,"@LukeFunk1 if I could choose a super power I would consider choosing never having to sleep, without ever feeling tired.",1
694070578819411969,God dam this loud ass wind and rain here in #Maricopa #Arizona is keeping me from sleeping,1
694259408461758464,I am so tired but I cant sleep kms,1
694258972258205696,Y'all interrupted my sleep for that,1
694259118291423232,Being able to sleep in every day is pretty nice. ��,1
694260231249993729,My room is unbelievably freezing but i refuse to put my windows off the latch and shut them properly cos a can't sleep if it's too warm������,1
694260504089341952,"Oh! So last Fri, at a meeting &amp; a woman whom I had met 2 weeks prior walked up to me &amp; re-introduced her self. Nothing weird, right? Right.",-1
694256547132805122,Me and him weren't even on good terms but I hope James keeping his head up in there ����,-1
694258048697643008,why am I still awake,1
694334612244398080,I always have a smol heartattack whenever I cannot find my sleeping mask because it's essential for me but it always comes during my sleep,1
694334253346209792,Why am I never this awake on my nightshifts... ��,1
694229138052222976,I was planning on taking a nap but my phone kept me awake,1
694246843589476352,"The person on your mind while you're unable to sleep is usually responsible for your happiness, pain or both.",-1
694239347743297538,@Harry_Styles It feels like one of those day\n You ditch the whole scene\nYou won't be sleeping\n#HappyBirthdayHarry!,-1
694254396369178624,this concealer is so amazing i could never sleep again and no1 would even notice,-1
694094351077634048,The stress from work is now keeping me from sleeping. This is fucking horrible. I have enough in my life to stress over.,1
694334946324922368,Why am I awake ��,1
694259719410708480,"I was totally prepared to gym after work but not only am I leaving early, I'm going home to sleep cause no",1
694032196080775169,This storm is keeping me from sleeping! &gt;:(,1
694257913687216128,I really should keep up with Wendy.. She keeps me in the know.,-1
694117345120296960,I can't even stay asleep lol,1
694234421784895488,Can't fall back asleep because I know I'm off tonight ����,1
694258153064656899,I won't be able to sleep because of my 2 hour nap :),1
694257143218880512,"@Eltee03 @calvin_makwala @CassperNyovest They would never sleep till they bring him down,but their wicked ways wont work Cass is with God",-1
694259778420367360,Feeling like shit but knowing that good things are coming in the next few months keeps me up.,-1
694249583619219456,its the little things that keep me awake at night.... like whats with the tiny pocket within a pocket in your jeans meant to be used for?,1
694260066468233216,@HayliVaring @clairefaber1 she also got up at like 1 that night to go eat it. Fat bitch we all heard you,-1
694260248203370496,"That had me still thinking. Like what the hell that suppose to mean ""stop giving up so easily"" trying to understand what that means tho",-1
694252488254439424,I need something to keep me awake..,1
694335388815613952,Wish the person above me would stop having sex�� something I'm not ok with when trying to get to sleep ��,1
694260265869795329,Bitch text me she can't go to sleep well I have nothing to do wit dat,-1
694334220567777281,"So tired. Submission, contingencies, aviva and then passport thingy all tomorrow. And i'm still awake",1
694334342890397696,i need to sleep so I don't eat but I'm fucking wide awake,1
694259576120709121,"Can't breathe, can't sleep, crazy, what you do to me\nHead is smokin', feeling my heart is open\n#Top50FansLittleMix",-1
694259624304889861,I look like I haven't slept in 3 days,-1
694106560897925120,"@HaileyCulbreth asleep, because I a fucktard who can't stay awake to help someone",1
694223741446795264,I have been up tossing and turning all night... \n\nNow it's the middle of the day and I got shxxt to do and I'm tired as hell!!??\n\nSmh,1
694147717120053248,@KarenKts11 yes I fell bac to sleep I felt very tough this morning but forgot I had agreed for two friends to visit which was kind of them,1
694220009825030144,"thats cus u a child of God ""@cqminaj i would never sleep on a mattress with no sheets so fucking on it is out of the question""",-1
694239623724322816,@Harry_Styles It feels like one of those day\n You ditch the whole scene\nYou won't be sleeping\n#HappyBirthdayHarry!,-1
693980232051654656,Isn't it ironic how you make my life a dream and it keeps me from sleeping? ��,1
694259956497780736,I really want to replay undertale rn but my roommate keeps making me feel like ass every time I bring it up,-1
694258770638032896,Spent 3 whole days on cocaine \nHaven't slept \nAwake \nAin't eat a thing \nbut you been on my mind this whole time,-1
694201302788616192,Shoutout to the roommates for not letting me sleep the last 40 minutes of my nap.... You're the best ��,1
694333713153441793,cannot sleep cos I'm so hungry,1
694242954660044801,"@IrresoluteFlame --if you're tired, falling asleep out in this park at night could get you in a world of trouble...Believe me, it's --",-1
694335070312632320,my mom is trying to get my dog drunk so he'll go to sleep and leave her alone. \njust a typical night in the household,-1
694218586559152129,i would never sleep on a mattress with no sheets so fucking on it is out of the question,-1
692778942688825344,It's amazing how lack of sleep can make you feel hungover even if you have not had a sip of alcohol #thissucks,1
693713014403567616,Twitter keeps me from sleeping fr,1
694334656775348224,"I'm leaving for the airport in a few hours, why am I still awake����",1
694259495237718016,I need coffee before I fall over and sleep for the next 80 days,1
694335712351485956,"Niggas really be lettin they girl do those DM games.... Oh shawty nah, that ain't flyin wit me you got me oh so fucked up ��",-1
694202589852766209,@arauza_leah03 s/o to you for keeping me up all night the night before last ����,1
694334096294723584,"I am still awake, why is that?��",1
694203873033129984,I literally have a whole hour left to sleep but I can't fall back asleep ��,1
694334559454957570,I cannot sleep I cannot dream tonight.,1
694258124782489600,Wish I could sleep for a week n wake up skinny,1
694250661874040834,Hot milk to keep me awake...,1
694258696608612352,I'm excited to finally be able to sleep with the one I love every night,-1
694257948327956482,"Putting up my so called symptoms on Google only made scared and unable to sleep. Thanks, Google!",1
694242801781854209,"I got out of class early, but I can't even fall back asleep like I want to ��",1
694254934036987904,"I am so sleepy, I never sleep good unless I'm sleeping with someone ��",1
694223624346177536,This is my heartbeat song and Im gonna play it~~~\n\nBeen so long I forgot how to turn it up all night long~!!!,-1
694257618081177601,@UkTriChat @TrueStartCoffee Weekdays I am normally pretty full of coffee just to keep me awake! #uktrichat,1
694259348806209537,@TSBible #DescribeMondayInThreeWords\nNot enough sleep,1
694335487729930240,mom decided to come in my room and have conversations when I'm in bed trying to sleep,1
694254090453385216,I was NEVER my job to wake up anyone who's sleeping on me ��,-1
694335140399439872,Tell the dude next to you to shur up ur trying to sleep. He points a m16 at me.i fucking love the marines sometimes :),-1
694229687342632964,"@tanehisicoates b/t the world and me kept me awake all night--transcendent. unflinching coherence and truth. profound poetry, rationalism.",1
694259079582212096,6 hours of sleep. Ugh not enough,1
694162480222699520,It's tough to #sleep when i am #tired ��,1
694259885752496129,i won't be saying good night since i am not sleeping it would make no sense to im crying,1
694257039749562373,it's like you have to snap EVERYTHING just to prove it happened I'm not a Kardashian for you to be keeping up with me,-1
694256309655318530,@shlupsters @Lizzymalfoy that's why she keeps hitting me up to spend another whole night out with her ��,-1
694211447581093888,"so hard to breathe, so difficult to sleep ☹",1
694258041865240576,I couldn't even sleep in peace ��,1
694259856551710720,"@GoSyracuseU I really want to study in SU... Please check my email.. Now is 4:40am, I am extremely anxious and I can't sleep...",1
694025155287261184,The only thing keeping me from sleeping for the night is that i have animation homework i still have to do,1
694259302811463680,I can give one fucks 2 fucks red fucks blue fucks bro ���������� who in they feelings not speaking to me honestly...l'll sleep the same,-1
694259551890227200,"""My mom n sister were up all night cuttin bricks, tf is your fam doin?""",-1
694246600244264960,"I want to sleep early, but my body is keeping me awake!",1
694240881432367105,"You can sleep naked everynight,\nBut it won't be the same until he's sleeping next to you.",-1
694259179763187712,But Lwazi is so hot though. How does she not have a bae?? Yol niggas are sleeping��,-1
694252098066644993,"My mom just texted me ""Merry Christmas"" and didn't respond when I texted her back...did I really sleep for 11 months after Camelot?",1
694260426285015041,Beautiful thing is once I delete yo contact I already knew you had no intentions on hitting me up,-1
694215230176542721,if i could be with you tonight\ni would sing you to sleep\nnever let them take the light behind your eyes,-1
694239881363521536,I can't stay awake at the dentist. I'm pretty sure I messed up my crown impression because I fell asleep.,1
694259190999695365,"The wind is making the windows creak, I'm not sleeping tonight ��",1
694259330669871105,Jus registered to Vote. If yall not involved with Politics this year yall are Fucking Sleep. This election is as important as 2008.,-1
694233843927134208,I can't stay asleep throughout the night...,1
694062323091292161,Aches keeping me from sleeping ����,1
694259437796749312,@KarlDenning good point. Wish us luck���� off for some sleep now�� school talk tomorrow need to be bright as mum won't be ��,1
694211137743757312,@JoanneJobrown2 yes very windy here 2 Eva was digging her bean bag in the night kept me awake,1
694239423567941632,"@Harry_Styles It feels like one of those nights, we ditch the whole sceneIt fee\nls like one of those nights, we won’t be sleeping",-1
