692778942688825344,It's amazing how lack of sleep can make you feel hungover even if you have not had a sip of alcohol #thissucks,1
692845841669722113,if it's not on iTunes in 5 mins I'm going to bed bc my lack of sleep can't be healthy,1
692982529838702592,@SoraSamurai no you can die. Im not kidding lack of sleep causes hallucinations and paranoia and death.,-1
692982529838702592,@SoraSamurai no you can die. Im not kidding lack of sleep causes hallucinations and paranoia and death.,-1
693059067099500544,I got a full nights sleep with no interruption to it!,1
693068431860563968,I can deal with my lack of sleep moods today but not this sick feeling no it's gotta go ��,1
693113286833881091,well. after 12 hours of sleep with only one (USELESS) interruption im awake but still dying,1
693159195139395585,Last night we only had one sleep interruption.\nNobody was sick and no screaming toddler.\nLife as we used to still up side down.,1
693317960165883904,"@creekbear Anyway, was nice chatting to u but I gotta get some sleep. Sorry about the interruption. @SueUKIP @IrishLadyuk @David_Vaporium",1
693434969096589313,Had a 45 main PT lower body workout session. Not only am I tired from lack of sleep but I now can't move my legs. What was I thinking?! ��,1
693657997982195712,I want to cry and sleep for the next month without interruption because stress is eating me alive.,1
693710260448563200,I hate when I think so much that it keeps me from sleeping ��,1
693713014403567616,Twitter keeps me from sleeping fr,1
693714799021166592,This gc keeps me from sleeping ����,1
693723622473539584,"Back to sleep I go, thank for the interruption",1
693735608846532608,I want to sleep for a whole month without interruption,1
693752258719166464,"up thinking and it's keeping me from sleeping ,",1
693756621613371392,"can already feel that im going to be a moody cunt today, lack of sleep is not good for me��",1
693768166556733440,I finally slept the whole night ���� 6 hours of sleep. Only one interruption but I fell right back to sleep,1
693792977743974401,"@thakid76 Yes, so true! At least it was a cola and not your cell phone! Lack of sleep can make us do funny things! :-)",1
693804987286048769,having an injury that keeps me from sleeping at night has me really fuckin angry lol no I didn't wanna be wide awake since 4 am ��,1
693824682177396736,The irony that all my dreams are keeping me from sleeping��,1
693869492720504832,Turns out I'm not invincible. Body has retaliated against me due to lack of sleep &amp; travel. At least it happened on a weekend so I can sleep,1
693895410809729024,"14 hours of sleep, with only 1 interruption of 3 minutes, I fell so good.",1
693980232051654656,Isn't it ironic how you make my life a dream and it keeps me from sleeping? ��,1
693981023474995200,sleeping keeps me away from reality lol,1
693997798581235714,"wakfu keeping me from sleeping\nthat and me forgetting to take my mania meds but,",1
693999873570377728,@blake_raven I could be sleeping right now but I have to finish a discussion board. They're keeping me from sleep. That's the worst.,1
694025155287261184,The only thing keeping me from sleeping for the night is that i have animation homework i still have to do,1
694032196080775169,This storm is keeping me from sleeping! &gt;:(,1
694032889944477697,this toothache really keeping me from sleeping like its no joke,1
694037531835396096,I officially want to murder my cat for keeping me from sleeping all night!,1
694049397181517826,"@Geelicious__ well I have training on Tuesday &amp; Wednesday from 9am-5pm, that's what's keeping me from sleeping, ��",1
694062323091292161,Aches keeping me from sleeping ����,1
694068878406713344,I dream in desperation that one one day I will turn into a cat and I will be able to sleep all day without interruption.,1
694070578819411969,God dam this loud ass wind and rain here in #Maricopa #Arizona is keeping me from sleeping,1
694074158523637760,Note to self: don't EVER drink a large cup of sweet tea before bed ever again. �� Can't stay asleep.,1
694077497911083012,I got some bs on my mind that keeps me from sleeping good at night,1
694081458147753984,It's 3 and I have absolutely no idea why I can't stay asleep,1
694082495256600576,Ideas are keeping me from sleeping,1
694087293745831936,"Ironically, a song idea that woke me from a dream is keeping me from sleeping cause i'm enjoying listening to it so much. It's how i mourn.",1
694094351077634048,The stress from work is now keeping me from sleeping. This is fucking horrible. I have enough in my life to stress over.,1
694103382441627648,I can't sleep when I want to and fall asleep when I wanna stay up.,1
694106560897925120,"@HaileyCulbreth asleep, because I a fucktard who can't stay awake to help someone",1
694115403497369600,I found out there a position in which i can't help but fall asleep\nI usually stay on my right side using my phone so after a while i'm tired,1
694116904710062080,"Are u constantly tired? Not always due to lack of sleep. What we eat, exercise, our thyroid function, stress &amp; depression can cause it.",-1
694116904710062080,"Are u constantly tired? Not always due to lack of sleep. What we eat, exercise, our thyroid function, stress &amp; depression can cause it.",-1
694117345120296960,I can't even stay asleep lol,1
694122139838976001,"Why do my blankets always have to move in my sleep, like why can't they stay in that one comfortable spot that their in before I fall asleep",1
694125335672041472,Getting up for class keeps me from sleeping the day away which I honestly don't mind lol,1
694125553268432896,me &amp; austin have fallen asleep on the phone almost every night since 8th grade &amp; he still can't tell me to wake up on time ������,1
694138805633323008,@CassandraRules I felt like a kid on Christmas even last night. Tough to sleep. ^_^,1
694139390788939776,"Are u constantly tired? Not always due to lack of sleep. What we eat, exercise, our thyroid function, stress &amp; depression can cause it.",-1
694139390788939776,"Are u constantly tired? Not always due to lack of sleep. What we eat, exercise, our thyroid function, stress &amp; depression can cause it.",-1
694147717120053248,@KarenKts11 yes I fell bac to sleep I felt very tough this morning but forgot I had agreed for two friends to visit which was kind of them,1
694160205366595584,Being a teenager is tough enough without worrying about where you'll sleep each night. @360kids_york we are home. Kids matter to us,-1
694160205366595584,Being a teenager is tough enough without worrying about where you'll sleep each night. @360kids_york we are home. Kids matter to us,-1
694162480222699520,It's tough to #sleep when i am #tired ��,1
694174154409558016,Sunrise workouts or few extra hours of sleep? This is actually a VERY tough decision. Love morning shifts but they leave no time to workout.,1
694179353022758912,Last night the rain woke me up and this morning it was my sisters. Why is the universe not letting me sleep. Why.,1
694194288905830400,Woke up so clear minded went to sleep at 7 o'clock last night think I finally caught up on all my sleep back to the grind��Trap life��,1
694194689998766080,"When something bothers me it doesn't just bother me for a few minutes, it bothers me to the point that it keeps me from sleeping.",1
694196418790060032,S/o to the wind for keeping me up all night ����,1
694199539914264578,/ A \\ so tired.. took a couple hours to finally sleep. adjusting sleep schedule for morning classes is always tough,1
694201302788616192,Shoutout to the roommates for not letting me sleep the last 40 minutes of my nap.... You're the best ��,1
694202589852766209,@arauza_leah03 s/o to you for keeping me up all night the night before last ����,1
694203873033129984,I literally have a whole hour left to sleep but I can't fall back asleep ��,1
694205579800252416,Thank you for not letting me sleep my loud obnoxious neighbors -_-,1
694206394468274176,"Zach is just now going to bed, but in the process of getting ready for it, he woke me up and now I can't fall back asleep ��",1
694208168100909056,The noises that she made kept me awake ohhhh.,1
694210449462685701,And they said he's so sweet but also rly tough :') considering skipping class to go back to sleep :'),1
694211137743757312,@JoanneJobrown2 yes very windy here 2 Eva was digging her bean bag in the night kept me awake,1
694211447581093888,"so hard to breathe, so difficult to sleep ☹",1
694211731371864064,I would never sleep with any of my coworkers. I'd admire you from a distance but that's about it.,-1
694211731371864064,I would never sleep with any of my coworkers. I'd admire you from a distance but that's about it.,-1
694212511642443777,I can't fall back asleep because I'm afraid this wind is going to break a window in my room ��,1
694213498339917824,Never say this but I would love to sleep all day��,1
694213970371018753,This wind is not letting me sleep,1
694214823882567680,"Babies are sooooo very adorable!!\nUnless, they are crying and not letting me sleep...",1
694215230176542721,if i could be with you tonight\ni would sing you to sleep\nnever let them take the light behind your eyes,-1
694215230176542721,if i could be with you tonight\ni would sing you to sleep\nnever let them take the light behind your eyes,-1
694215570925838336,Do you have any idea how difficult it is for me to sleep at this time of day ?,1
694215695584735232,The day after @NeLeadership reunions are so difficult. I miss my friends and I only want to catch up on sleep. ����,1
694217152853770240,S/O to all da dude's dat be running up in chick's purse's after a one night stand. Bia I bet yo fonky mouth ass will b mo careful next time.,-1
694217152853770240,S/O to all da dude's dat be running up in chick's purse's after a one night stand. Bia I bet yo fonky mouth ass will b mo careful next time.,-1
694218214062948352,"Babies are sooooo very adorable!!\nUnless, they are crying and not letting me sleep...",1
694218586559152129,i would never sleep on a mattress with no sheets so fucking on it is out of the question,-1
694218586559152129,i would never sleep on a mattress with no sheets so fucking on it is out of the question,-1
694218665059704832,*can't fall asleep at night*\n*can't stay awake during class*,1
694219194896809984,nnnnnh 4 hours of sleep is not enough but i can't fall back asleep,1
694220009825030144,"thats cus u a child of God ""@cqminaj i would never sleep on a mattress with no sheets so fucking on it is out of the question""",-1
694220009825030144,"thats cus u a child of God ""@cqminaj i would never sleep on a mattress with no sheets so fucking on it is out of the question""",-1
694220115496308736,Doing all my homework first then I'm k/o cus I've been up all night ��,1
694221600997019648,Slept at 8pm and now I can't fall back asleep hahahah time to watch some shows lol,1
694221801606385664,When they text back so quick that you can't fall asleep on they ass��,-1
694221801606385664,When they text back so quick that you can't fall asleep on they ass��,-1
694222044112617472,Tired but can't fall back asleep ��,1
694223236331102208,"@mamimadness3 lol, know, I was tossing and turning all night������",1
694223624346177536,This is my heartbeat song and Im gonna play it~~~\n\nBeen so long I forgot how to turn it up all night long~!!!,-1
694223624346177536,This is my heartbeat song and Im gonna play it~~~\n\nBeen so long I forgot how to turn it up all night long~!!!,-1
694223701219217408,"Been in here for an hour &amp; they got me tossing and turning, like oh okay no big deal it doesn't hurt or anything",-1
694223701219217408,"Been in here for an hour &amp; they got me tossing and turning, like oh okay no big deal it doesn't hurt or anything",-1
694223741446795264,I have been up tossing and turning all night... \n\nNow it's the middle of the day and I got shxxt to do and I'm tired as hell!!??\n\nSmh,1
694226366309400576,I actually meant to go to second hour but I guess not. S/o to my mom for letting me sleep tho,1
694229138052222976,I was planning on taking a nap but my phone kept me awake,1
694229687342632964,"@tanehisicoates b/t the world and me kept me awake all night--transcendent. unflinching coherence and truth. profound poetry, rationalism.",1
694229721639333888,Tossing and turning all night,1
694231076395487232,College after a week of holidays. Difficult to readjust the routine! #1 being unable to sleep early.,1
694231951235010561,told myself that this would be the last time you kept me awake,1
694233100549619713,"thx self for being so nervous, anxious and not letting me sleep tonight! this is great!",1
694233843927134208,I can't stay asleep throughout the night...,1
694234161654165504,Sleepy but can't sleep. \nSome horrible thoughts are not letting me sleep peacefully.,1
694234421784895488,Can't fall back asleep because I know I'm off tonight ����,1
694234642942136320,I don't have much hw for once but ima still stay up till like 1 or 2 cuz I can't fall asleep before then,1
694235738972401665,"It's been a long time I never had a such intense game, it make me so energetic and excited till I unable to sleep☺️������",1
694236394286264320,Why is it so difficult for me to sleep nowadays,1
694236465438396416,Went to bed and does not want to be interrupted any more! 02/02 4:10 (Sleep as Android),1
694236491095134208,"Girl, Interrupted playing but I really wanna sleep also. I'm so torn��",1
694236743013310464,Why is it so difficult for me to sleep nowadays,1
694236789402370048,I can't sleep or even take a shower with being interrupted,1
694236872483078144,my sleep is always interrupted by something ��,1
694237105682268164,"Life of @jamesmaslow`s fans is all about tough decisions \nI love sleep, but do I want to sleep? \nOr do I want to stay online all night?",1
694237222531371009,@marksheedy3 @James_Morry1 I won't be sleeping in my apartment like I'll be dead in green hills,-1
694237222531371009,@marksheedy3 @James_Morry1 I won't be sleeping in my apartment like I'll be dead in green hills,-1
